CRM ID,CRM Group,CRM Type,Matrix,Mineralisation Style,Analysis Method,Element,Unit,Certified Value,Sort Grade,1SD,95% CI Low,95% CI High,Status
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Tantalum, Ta",ppm,1.39,1.39109,0.131,1.31,1.48,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Terbium, Tb",ppm,0.8,0.798937,0.055,0.76,0.84,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Thorium, Th",ppm,14.6,14.6029,0.66,14.2,15,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Titanium, Ti",wt.%,0.119,1193.07,0.005,0.118,0.121,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Thallium, Tl",ppm,0.71,0.710611,0.12,0.67,0.75,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Uranium, U",ppm,5.14,5.14122,0.273,4.96,5.32,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Vanadium, V",ppm,7,7,1.12,6.03,7.97,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Tungsten, W",ppm,2.71,2.71336,0.41,2.52,2.91,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Yttrium, Y",ppm,16.6,16.6456,1.32,16,17.3,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Ytterbium, Yb",ppm,0.76,0.7635,0.1,0.68,0.84,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Zinc, Zn",ppm,163,162.584,9,158,167,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Zirconium, Zr",ppm,274,274.15,16,258,290,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Silver, Ag",ppm,0.735,0.734662,0.064,0.711,0.758,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Aluminium, Al",wt.%,0.787,7866.31,0.06,0.763,0.81,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Arsenic, As",ppm,20.4,20.4047,1.37,19.9,20.9,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Gold, Au",ppb,51,0.0507467,3,49,52,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Barium, Ba",ppm,241,241.362,16,235,248,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Beryllium, Be",ppm,0.91,0.911908,0.077,0.88,0.94,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Bismuth, Bi",ppm,11,10.9725,1.2,10.5,11.4,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Calcium, Ca",wt.%,0.315,3150.05,0.018,0.308,0.322,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Cadmium, Cd",ppm,0.41,0.414425,0.04,0.4,0.43,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Cerium, Ce",ppm,79,79.4764,4.9,77,82,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Cobalt, Co",ppm,22.8,22.7787,0.94,22.5,23.1,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Chromium, Cr",ppm,8.83,8.83094,1.19,8.48,9.19,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Caesium, Cs",ppm,1.22,1.21778,0.18,1.13,1.31,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Copper, Cu",wt.%,0.315,3150.03,0.007,0.313,0.317,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Dysprosium, Dy",ppm,1.71,1.71331,0.33,1.45,1.97,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Erbium, Er",ppm,0.43,0.430793,0.08,0.36,0.5,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Europium, Eu",ppm,0.97,0.967902,0.094,0.89,1.04,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Iron, Fe",wt.%,4.98,49755.1,0.227,4.89,5.06,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Gallium, Ga",ppm,8.98,8.98177,0.739,8.68,9.29,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Gadolinium, Gd",ppm,3.65,3.64927,0.38,3.33,3.97,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Hafnium, Hf",ppm,1.22,1.21875,0.19,1.12,1.32,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Mercury, Hg",ppm,0.05,0.0495,IND,IND,IND,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Holmium, Ho",ppm,0.22,0.21955,0.04,0.19,0.25,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Indium, In",ppm,1.16,1.1574,0.089,1.11,1.2,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Potassium, K",wt.%,0.297,2970.74,0.024,0.288,0.306,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Lanthanum, La",ppm,40,39.9884,2.33,39.1,40.8,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Lithium, Li",ppm,4.18,4.1782,0.69,3.88,4.47,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Lutetium, Lu",ppm,0.034,0.0336826,0.005,0.031,0.037,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Magnesium, Mg",wt.%,0.133,1325.23,0.011,0.128,0.137,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Manganese, Mn",wt.%,0.034,344.427,0.001,0.034,0.035,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Molybdenum, Mo",ppm,3.85,3.85367,0.348,3.73,3.98,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Sodium, Na",wt.%,0.09,900.7,0.01,0.087,0.094,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Neodymium, Nd",ppm,30.6,30.6192,3.2,28.1,33.1,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Nickel, Ni",ppm,4.53,4.5331,0.72,4.3,4.76,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Phosphorus, P",wt.%,0.024,240.389,0.002,0.023,0.025,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Lead, Pb",ppm,22.5,22.5299,1.96,21.8,23.2,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Praseodymium, Pr",ppm,8.61,8.6125,0.414,8.24,8.99,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Rubidium, Rb",ppm,16.7,16.7239,1.27,16.1,17.3,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Sulphur, S",wt.%,0.036,355.334,0.005,0.033,0.038,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Antimony, Sb",ppm,1.52,1.52002,0.19,1.44,1.6,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Scandium, Sc",ppm,1.76,1.76441,0.19,1.69,1.84,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Selenium, Se",ppm,4.54,4.53718,0.76,4.22,4.85,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Samarium, Sm",ppm,5.22,5.22234,0.482,4.8,5.64,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Tin, Sn",ppm,1.64,1.64098,0.17,1.56,1.72,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Strontium, Sr",ppm,11.8,11.8497,0.76,11.6,12.1,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Terbium, Tb",ppm,0.43,0.432307,0.05,0.4,0.47,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Tellurium, Te",ppm,0.11,0.108974,0.02,0.1,0.11,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Thorium, Th",ppm,8.77,8.7654,0.67,8.48,9.06,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Titanium, Ti",wt.%,0.017,168.356,0.003,0.016,0.018,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Thallium, Tl",ppm,0.1,0.102852,0.01,0.1,0.11,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Thulium, Tm",ppm,0.045,0.0453959,0.006,0.038,0.053,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Uranium, U",ppm,2.33,2.3344,0.2,2.25,2.42,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Tungsten, W",ppm,0.64,0.64146,0.15,0.57,0.71,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Yttrium, Y",ppm,6.91,6.91085,0.511,6.7,7.12,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Ytterbium, Yb",ppm,0.26,0.259194,0.04,0.23,0.29,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Zinc, Zn",ppm,89,89.3726,4.7,88,91,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Aqua Regia Digestion,"Zirconium, Zr",ppm,47.5,47.5263,4.45,45.5,49.6,Current
OREAS 906,"Au-Cu ore, Au <1 ppm, Cu ore",oxide,weathered rhyodacite,oxidised VMS,Gas / Liquid Pycnometry,"Specific Gravity, SG",Unity,2.77,2770030,0.038,2.75,2.79,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Copper, Cu",wt.%,0.638,6376.58,0.019,0.632,0.644,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,Sulphuric Acid Leach,"Copper soluble (sulphuric), Cu-Sol(H2SO4)",wt.%,0.533,5326.32,0.019,0.525,0.54,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,Pb Fire Assay,"Gold, Au",ppb,100,0.100088,4,99,101,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Silver, Ag",ppm,1.35,1.34773,0.115,1.3,1.39,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Aluminium, Al",wt.%,6.95,69520.6,0.281,6.85,7.05,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Arsenic, As",ppm,39.7,39.7351,1.7,39.1,40.4,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Barium, Ba",ppm,2425,2425.27,119,2382,2469,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Beryllium, Be",ppm,2.71,2.70595,0.31,2.59,2.82,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Bismuth, Bi",ppm,22.4,22.3772,0.92,22,22.8,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Calcium, Ca",wt.%,0.502,5024.18,0.019,0.497,0.508,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Cadmium, Cd",ppm,0.55,0.547899,0.054,0.53,0.57,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Cerium, Ce",ppm,87,86.9641,6.4,84,90,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Cobalt, Co",ppm,45.8,45.7616,2.22,45,46.6,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Chromium, Cr",ppm,9.42,9.42232,1.54,8.81,10.04,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Caesium, Cs",ppm,6.08,6.08356,0.389,5.92,6.25,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Dysprosium, Dy",ppm,3.55,3.55208,0.308,3.29,3.81,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Erbium, Er",ppm,1.18,1.18452,0.077,1.14,1.23,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Europium, Eu",ppm,1.57,1.57299,0.129,1.47,1.68,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Iron, Fe",wt.%,8.62,86164.1,0.34,8.5,8.74,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Gallium, Ga",ppm,34.5,34.4611,2.41,33.4,35.5,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Gadolinium, Gd",ppm,5.53,5.52881,0.467,5.12,5.94,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Hafnium, Hf",ppm,6.49,6.4883,0.431,6.3,6.68,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Holmium, Ho",ppm,0.5,0.495852,0.042,0.47,0.52,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Indium, In",ppm,2.49,2.49272,0.191,2.4,2.58,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Potassium, K",wt.%,2.58,25776.5,0.103,2.54,2.61,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Lanthanum, La",ppm,43.8,43.7927,2.3,42.8,44.8,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Lithium, Li",ppm,17.7,17.6927,1.17,17.3,18.1,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Lutetium, Lu",ppm,0.12,0.122083,0.02,0.11,0.13,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Magnesium, Mg",wt.%,0.424,4244.78,0.024,0.416,0.433,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Manganese, Mn",wt.%,0.036,358.385,0.002,0.035,0.036,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Molybdenum, Mo",ppm,5.88,5.88007,0.384,5.74,6.02,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Sodium, Na",wt.%,2.2,21964.2,0.132,2.15,2.24,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Niobium, Nb",ppm,15.9,15.9418,1.1,15.5,16.4,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Neodymium, Nd",ppm,37.3,37.2654,2.2,35.5,39,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Nickel, Ni",ppm,5.27,5.26991,0.67,5.09,5.45,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Phosphorus, P",wt.%,0.027,273.13,0.002,0.026,0.028,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Lead, Pb",ppm,46.2,46.2432,3.37,44.9,47.6,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Praseodymium, Pr",ppm,9.8,9.80385,0.846,9.17,10.44,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Rubidium, Rb",ppm,123,123.291,4,122,125,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Sulphur, S",wt.%,0.069,692.051,0.006,0.067,0.072,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Antimony, Sb",ppm,3.35,3.35487,0.255,3.24,3.47,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Scandium, Sc",ppm,4.92,4.92261,0.384,4.79,5.06,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Selenium, Se",ppm,9.76,9.76192,0.907,9.4,10.12,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Samarium, Sm",ppm,7.25,7.2523,0.493,6.88,7.63,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Tin, Sn",ppm,5.03,5.0274,0.472,4.86,5.19,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Strontium, Sr",ppm,142,142.314,6,140,145,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Tantalum, Ta",ppm,1.22,1.21961,0.088,1.18,1.26,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Terbium, Tb",ppm,0.73,0.730758,0.059,0.69,0.77,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Tellurium, Te",ppm,0.23,0.232546,0.04,0.22,0.25,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Thorium, Th",ppm,13.4,13.3725,0.92,13,13.8,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Titanium, Ti",wt.%,0.113,1125.97,0.007,0.11,0.115,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Thallium, Tl",ppm,0.67,0.665207,0.052,0.64,0.69,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Thulium, Tm",ppm,0.13,0.126375,0.02,0.11,0.14,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Uranium, U",ppm,4.5,4.50476,0.267,4.38,4.63,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Vanadium, V",ppm,7.65,7.65127,1.46,7.06,8.25,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Tungsten, W",ppm,3.31,3.30852,0.226,3.21,3.41,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Yttrium, Y",ppm,15.2,15.2391,0.82,14.9,15.6,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Ytterbium, Yb",ppm,0.84,0.839833,0.064,0.8,0.88,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Zinc, Zn",ppm,207,206.594,10,203,210,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,4-Acid Digestion,"Zirconium, Zr",ppm,239,239.455,9,236,243,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Aluminium, Al",wt.%,7.02,70234.3,0.165,6.96,7.09,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Arsenic, As",ppm,40.4,40.4435,4.6,37.5,43.3,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Barium, Ba",ppm,2483,2483.11,104,2430,2536,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Beryllium, Be",ppm,2.79,2.79427,0.52,2.49,3.09,Current
OREAS 907,"Au <1 ppm, Cu ore, Au-Cu ore",oxide,weathered rhyodacite,oxidised VMS,Borate / Peroxide Fusion ICP,"Bismuth, Bi",ppm,22.9,22.9258,1.5,22.1,23.8,Current
